train_loss,val_sentiment_accuracy,val_sentiment_f1,val_sentiment_precision,val_sentiment_recall,val_aspect_f1_micro,val_aspect_f1_macro,val_aspect_precision,val_aspect_recall
1.0687479633436245,0.7884615384615384,0.7355385614728482,0.7102729803976869,0.7884615384615384,0.8506429277942631,0.37766898043564573,0.8865979381443299,0.8174904942965779
0.7990665914961295,0.7795857988165681,0.7579987102360765,0.7399794347012023,0.7795857988165681,0.9060721062618596,0.6242418959727061,0.9043560606060606,0.9077946768060836
0.66335786378322,0.7884615384615384,0.765540458706473,0.7548761330444812,0.7884615384615384,0.9235074626865671,0.7047808213647914,0.9065934065934066,0.94106463878327
0.5569775607354356,0.7884615384615384,0.7735676503337331,0.7658275785501972,0.7884615384615384,0.9404594467885607,0.7289760624998669,0.9278445883441259,0.9534220532319392
0.46972632690978017,0.7795857988165681,0.7725633511322162,0.7678224160876818,0.7795857988165681,0.9426691729323309,0.7370264779180337,0.9321561338289963,0.9534220532319392
0.4026273659442825,0.7914201183431953,0.7796575357663947,0.7748562901505373,0.7914201183431953,0.9485714285714286,0.74722024041164,0.950381679389313,0.9467680608365019
0.3300761755891529,0.7736686390532544,0.7706025777365728,0.7786318014803993,0.7736686390532544,0.9544159544159544,0.752193914373269,0.9535104364326376,0.9553231939163498
0.2825378166701496,0.7928994082840237,0.7856037877981423,0.7805972402361128,0.7928994082840237,0.9536862003780718,0.7493153246554849,0.9483082706766918,0.9591254752851711
0.24541315679304973,0.7943786982248521,0.7883228883295497,0.7859058584706028,0.7943786982248521,0.9590865842055185,0.763396152641296,0.96,0.9581749049429658
0.2180714235707094,0.7795857988165681,0.7770966321851471,0.7773184154155881,0.7795857988165681,0.9586698337292161,0.764016422657217,0.9582146248812915,0.9591254752851711
